"PISA15_VENTOS_DE_SANTA_ANGE";"                    44.100";"          -08.7220";"         -41.4741";20210327;1;"NE";20210413;"NE";0
"PISA17_VENTOS_DE_SANTA_ANGE";"                    47.250";"          -08.7159";"         -41.4209";20210407;1;"NE";20210413;"NE";0
"PISA18_VENTOS_DE_SANTA_ANGE";"                    31.500";"          -08.7389";"         -41.3999";20210313;1;"NE";20210413;"NE";0
"PISA19_VENTOS_DE_SANTA_ANGE";"                    30.000";"          -08.7462";"         -41.4716";20210407;1;"NE";20210413;"NE";0
"RNESF4_SAO_FERNANDO_4";"                          83.160";"          -05.1288";"         -36.0150";20210330;1;"NE";20210413;"NE";0
"BAEC09_CAMPO_LARGO_IX";"                          25.200";"          -10.4626";"         -41.3940";20210223;1;"NE";20210303;"NE";0
"BASJ10_VENTOS_DE_SAO_JANUAR";"                    42.000";"          -05.1529";"         -36.0422";20210219;1;"NE";20210303;"NE";0
"CEESR1_SERROTE_I";"                               25.200";"          -04.5358";"         -37.6953";20210113;1;"NE";20210303;"NE";0
"CEESR2_SERROTE_II";"                              25.200";"          -03.2882";"         -39.3328";20210113;1;"NE";20210303;"NE";0
"CEESR3_SERROTE_III";"                             21.000";"          -03.3044";"         -39.3521";20210113;1;"NE";20210303;"NE";0
"CEESR4_SERROTE_IV";"                              16.800";"          -03.3077";"         -39.3903";20210113;1;"NE";20210303;"NE";0
"CEESR5_SERROTE_V";"                               29.400";"          -03.3174";"         -39.3695";20210127;1;"NE";20210303;"NE";0
"PISA21_VENTOS_DE_SANTA_ANGE";"                    30.000";"          -08.8066";"         -41.4651";20210128;1;"NE";20210303;"NE";0
"RNEMA1_VILA_MARANHAO_I";"                         31.950";"          -05.0760";"         -36.9930";20210211;1;"NE";20210303;"NE";0
"BAECNA_CASA_NOVA_A";"                             27.000";"          -09.2602";"         -41.0168";20201224;1;"NE";20210118;"NE";0
"BAESEF_SERRA_DO_FOGO";"                           31.185";"          -09.8051";"         -41.0227";20201215;1;"NE";20210118;"NE";0
"BAESEV_SERRA_DO_VENTO";"                          31.185";"          -09.8160";"         -41.0389";20201119;1;"NE";20210118;"NE";0
"BASJ01_VENTOS_DE_SAO_JANUAR";"                    33.600";"          -10.3227";"         -40.4367";20201002;1;"NE";20210118;"NE";0
