USI_ID;NOME;SUBSISTEMA ;ESTADO;FONTE;CEG ANEEL;LAT;LONG
RSEP2A;PONTAL 2A;SUL;RS;Eólica;EOL.CV.RS.031509-5.01;-30.27;-50.78
RSAG07;AURA MANGUEIRA VII;SUL;RS;Eólica;EOL.CV.RS.031805-1.01;-33.18;-52.93
RSAR02;AURA MIRIM II;SUL;RS;Eólica;EOL.CV.RS.031806-0.01;-33.14;-52.91
RSAG11;AURA MANGUEIRA XI;SUL;RS;Eólica;EOL.CV.RS.031719-5.01;-33.18;-52.92
RSAG15;AURA MANGUEIRA XV;SUL;RS;Eólica;EOL.CV.RS.031647-4.01;-33.16;-52.89
RSAR04;EOL AURA MIRIM IV;SUL;RS;Eólica;EOL.CV.RS.031663-6.01;-33.21;-52.93
RSAG13;EOL AURA MANG 13;SUL;RS;Eólica;EOL.CV.RS.031646-6.01;-33.12;-52.90
RSAR08;AURA MIRIM VIII;SUL;RS;Eólica;EOL.CV.RS.031699-7.01;-33.09;-52.90
RSAG12;EOL AURA MANGUEIRA12;SUL;RS;Eólica;EOL.CV.RS.031653-9.01;-33.10;-52.88
RSAR06;EOL AURA MIRIM VI;SUL;RS;Eólica;EOL.CV.RS.031701-2.01;-33.10;-52.86
RSAG17;EOL AURA MANG 17;SUL;RS;Eólica;EOL.CV.RS.031705-5.01;-33.10;-52.84
RSAG06;AURA MANGUEIRA 6;SUL;RS;Eólica;EOL.CV.RS.031696-2.01;-33.05;-52.86
RSAG04;AURA MANGUEIRA 4;SUL;RS;Eólica;EOL.CV.RS.031700-4.01;-33.07;-52.86
